Company Name,Company Category,Date,Resolution Status,Rating (out of 10),original,Deceptive Patterns,Type
MB WAY,Digital Banks and Finance Apps,6/25/2024,Resolved,1,"Payment made via MBWAY-SIBS, but merchant did not receive the funds.",0,0
MB WAY,Digital Banks and Finance Apps,6/24/2024,Resolved,10,"Issue with redeeming €10 from MBWAY Challenge, could not receive the money.",1,Obstruction
MB WAY,Digital Banks and Finance Apps,6/24/2024,Resolved,8,Reward not paid after completing MBWAY Challenge task.,1,Obstruction
MB WAY,Digital Banks and Finance Apps,6/24/2024,Resolved,7,"Faced problems with MB WAY UP, could not receive the €10 reward.",0,0
MB WAY,Digital Banks and Finance Apps,6/23/2024,Resolved,1,Money deducted from account but did not reach recipient after sending €100.,0,0
MB WAY,Digital Banks and Finance Apps,6/22/2024,Resolved,9,Issues with prize redemption after splitting a bill and making a physical purchase.,0,0
MB WAY,Digital Banks and Finance Apps,6/22/2024,Resolved,8,Redeemed €10 but encountered issues receiving the amount.,1,Obstruction
MB WAY,Digital Banks and Finance Apps,6/22/2024,Resolved,4,Attempted to withdraw €10 but the request was declined.,0,0
MB WAY,Digital Banks and Finance Apps,6/19/2024,Resolved,10,Successfully redeemed €10 from MB WAY Challenge after completing online payment.,0,0
MB WAY,Digital Banks and Finance Apps,6/18/2024,Resolved,1,"App blocked after adding a card, issue was not resolved after contacting support.",0,0
MB WAY,Digital Banks and Finance Apps,6/17/2024,Resolved,10,Successful redemption of €10 after completing tasks in the MBWAY app.,0,0
MB WAY,Digital Banks and Finance Apps,6/17/2024,Resolved,1,"No information received after purchasing Rock in Rio ticket, no reward received.",1,Obstruction
MB WAY,Digital Banks and Finance Apps,6/15/2024,Resolved,9,"Encountered issue with reward redemption, awaiting response after multiple emails.",0,0
MB WAY,Digital Banks and Finance Apps,6/14/2024,Resolved,7,"Double charge on card, exceeded maximum limit for MB Net card.",0,0
MB WAY,Digital Banks and Finance Apps,6/14/2024,Resolved,10,Redeemed €10 successfully after completing the MB WAY process.,0,0
MB WAY,Digital Banks and Finance Apps,6/13/2024,Resolved,7,Redeemed €20 but encountered delays in receiving the funds.,0,0
MB WAY,Digital Banks and Finance Apps,6/9/2024,Resolved,9,"Challenge redeemed 10€, but never received the funds.",1,Obstruction
MB WAY,Digital Banks and Finance Apps,6/8/2024,Resolved,1,"Incorrect MB WAY transaction of 45.40€, issue with transfer to wrong number.",0,0
MB WAY,Digital Banks and Finance Apps,6/7/2024,Resolved,1,Fraudulent movements on MB WAY account.,0,0
MB WAY,Digital Banks and Finance Apps,6/6/2024,Resolved,10,"Pending 10€ resgate, despite completing transactions.",0,0
MB WAY,Digital Banks and Finance Apps,6/4/2024,Resolved,9,"Invalid coupon for 100€ discount, error when attempting to use it.",1,Obstruction
MB WAY,Digital Banks and Finance Apps,5/31/2024,Resolved,1,"MB WAY app not operational on the phone despite attempts to fix (updates, reinstall).",0,0
MB WAY,Digital Banks and Finance Apps,5/31/2024,Resolved,10,Issues transferring funds between cards.,0,0
MB WAY,Digital Banks and Finance Apps,5/24/2024,Resolved,9,"App crashes when trying to open it, unable to complete transactions.",0,0
MB WAY,Digital Banks and Finance Apps,5/21/2024,Resolved,8,"Unable to receive transfers via MB WAY, despite attempts to resolve.",0,0
MB WAY,Digital Banks and Finance Apps,5/21/2024,Resolved,8,Unable to make transfers to a newly assigned number due to the number being disconnected.,0,0
MB WAY,Digital Banks and Finance Apps,5/16/2024,Resolved,10,"Unable to send money for several days, without exceeding limits.",0,0
MB WAY,Digital Banks and Finance Apps,5/14/2024,Resolved,10,"Account locked after attempting to withdraw funds, unable to complete transaction.",0,0
MB WAY,Digital Banks and Finance Apps,5/10/2024,Resolved,1,Card blocked after transferring money to a long-time partner.,0,0
MB WAY,Digital Banks and Finance Apps,5/10/2024,Resolved,9,"Issue with transfer codes that expired, new codes issued successfully.",0,0
MB WAY,Digital Banks and Finance Apps,5/8/2024,Resolved,9,Issue with cancelled payments and money not refunded after unsuccessful transaction.,0,0
MB WAY,Digital Banks and Finance Apps,5/8/2024,Resolved,1,Payment made but not refunded after canceling the order.,0,0
MB WAY,Digital Banks and Finance Apps,5/7/2024,Resolved,7,Problem with MB WAY option being blocked after phone change.,0,0
MB WAY,Digital Banks and Finance Apps,5/7/2024,Resolved,6,"Cannot access MB WAY after phone change, issue with SMS code input.",0,0
MB WAY,Digital Banks and Finance Apps,5/6/2024,Resolved,9,"Transfer attempted to an unassigned number, which was not attributed to a user.",0,0
MB WAY,Digital Banks and Finance Apps,5/6/2024,Resolved,10,"Account compromised, unauthorized transfers made to unknown numbers.",0,0
MB WAY,Digital Banks and Finance Apps,5/4/2024,Resolved,8,"Issue with missing voucher from ""Semana do Consumidor"" campaign.",0,0
MB WAY,Digital Banks and Finance Apps,4/28/2024,Resolved,8,"Transfer sent to a closed bank account, funds deducted from personal account.",0,0
MB WAY,Digital Banks and Finance Apps,4/25/2024,Resolved,9,"Issue with not being able to receive money from the ""challenge"" in the app.",0,0
MB WAY,Digital Banks and Finance Apps,4/25/2024,Resolved,2,"Encountered a scam involving a sale on OLX, using MB WAY for payments.",0,0
MB WAY,Digital Banks and Finance Apps,4/23/2024,Resolved,1,"Waiting for refund from a cancelled order at an online store, but transaction not refunded.",0,0
MB WAY,Digital Banks and Finance Apps,4/22/2024,Resolved,10,Unauthorized transfers made through MB WAY.,0,0
MB WAY,Digital Banks and Finance Apps,4/19/2024,Resolved,10,"Account accessed and money transferred without permission, investigation needed.",0,0
MB WAY,Digital Banks and Finance Apps,4/18/2024,Resolved,1,"MB WAY Pulse bracelet not working, refused refund after testing the product.",0,0
MB WAY,Digital Banks and Finance Apps,4/16/2024,Resolved,1,"Scammed after listing clothes for sale on OLX, customer pretended to want the items.",0,0
MB WAY,Digital Banks and Finance Apps,4/16/2024,Resolved,7,"Problems with MB WAY, app did not recognize fingerprint, and faced issues completing a transaction.",0,0
MB WAY,Digital Banks and Finance Apps,4/16/2024,Resolved,10,Unable to make payments with MB WAY.,0,0
MB WAY,Digital Banks and Finance Apps,4/16/2024,Resolved,6,Issues receiving money via MB WAY after multiple complaints with support.,0,0
MB WAY,Digital Banks and Finance Apps,4/15/2024,Resolved,9,Unable to log into MB WAY account due to persistent error messages.,0,0
MB WAY,Digital Banks and Finance Apps,4/13/2024,Resolved,8,"Sent money to an inactive number, seeking help on what to do next.",0,0
MB WAY,Digital Banks and Finance Apps,4/7/2024,Resolved,9,Scam involving message stating a new device was associated with the account.,0,0
MB WAY,Digital Banks and Finance Apps,4/2/2024,Resolved,10,"Alerted about a suspicious link claiming device addition, urging to confirm or cancel.",0,0
MB WAY,Digital Banks and Finance Apps,3/30/2024,Resolved,10,"Issue with MBWay suspension affecting work, requested reactivation.",0,0
MB WAY,Digital Banks and Finance Apps,3/22/2024,Resolved,10,Reported potential data theft with unauthorized transaction of 1000€.,0,0
MB WAY,Digital Banks and Finance Apps,3/21/2024,Resolved,1,Fraud complaint regarding payment issue with TEMU.com.,0,0
MB WAY,Digital Banks and Finance Apps,3/1/2024,Resolved,7,"Failed top-up for monthly pass, causing inconvenience.",0,0
MB WAY,Digital Banks and Finance Apps,3/1/2024,Resolved,8,MBWay app malfunction preventing Uber payment after working fine in the morning.,0,0
MB WAY,Digital Banks and Finance Apps,3/1/2024,Resolved,10,Money transfer not received despite being deducted from the account.,0,0
MB WAY,Digital Banks and Finance Apps,3/1/2024,Resolved,1,"Card payment failed, and multiple unauthorized charges appeared.",0,0
MB WAY,Digital Banks and Finance Apps,2/28/2024,Resolved,9,"Unable to send money, urgent resolution required.",0,0
MB WAY,Digital Banks and Finance Apps,2/27/2024,Resolved,9,Issues withdrawing monthly challenge prize money.,1,Obstruction
MB WAY,Digital Banks and Finance Apps,2/26/2024,Resolved,1,"Fraud incident, contacted multiple times without resolution.",0,0
MB WAY,Digital Banks and Finance Apps,2/24/2024,Resolved,9,Received an unexpected transfer from an unknown contact.,0,0
MB WAY,Digital Banks and Finance Apps,2/24/2024,Resolved,5,"Fraud involving MBWay, contacted suspicious numbers for withdrawals.",0,0
MB WAY,Digital Banks and Finance Apps,2/23/2024,Resolved,5,"Issues with sending and receiving money, repeated problems over the year.",0,0
MB WAY,Digital Banks and Finance Apps,2/20/2024,Resolved,1,Incorrect deduction from account for transfers to an inactive number.,0,0
MB WAY,Digital Banks and Finance Apps,2/19/2024,Resolved,10,"MBWay transfer to old number, resolved quickly.",0,0
MB WAY,Digital Banks and Finance Apps,2/19/2024,Resolved,5,Blocked from MBWay challenge for no apparent reason.,0,0
MB WAY,Digital Banks and Finance Apps,2/18/2024,Unresolved,1,"Account suspended, no resolution after multiple complaints to SIBS and Banco Santander.",0,0
MB WAY,Digital Banks and Finance Apps,2/16/2024,Resolved,1,"Fraudulent transactions of €3000 through MB WAY, payments in a short span from the same institution.",0,0
MB WAY,Digital Banks and Finance Apps,2/14/2024,Resolved,6,"Money sent to wife’s account didn’t arrive, despite the funds being deducted.",0,0
MB WAY,Digital Banks and Finance Apps,2/14/2024,Resolved,1,"Sent €70 to an unassigned number, and the issue was reported.",0,0
MB WAY,Digital Banks and Finance Apps,2/12/2024,Resolved,10,Created an MB NET card to use for Uber due to issues with a debit card.,0,0
MB WAY,Digital Banks and Finance Apps,2/11/2024,Resolved,9,Online payments were not working using MB WAY cards for platforms like Amazon.,0,0
MB WAY,Digital Banks and Finance Apps,2/4/2024,Resolved,9,"Didn’t receive a transfer, despite using multiple linked cards.",0,0
MB WAY,Digital Banks and Finance Apps,2/1/2024,Resolved,4,"Sent €750 to an old number by mistake, issue was raised.",0,0
MB WAY,Digital Banks and Finance Apps,1/25/2024,Resolved,1,"Paid €10 through MBWay, but did not receive the voucher for the challenge.",1,Obstruction
MB WAY,Digital Banks and Finance Apps,1/20/2024,Resolved,10,"Card blocked after setting up MBWay, preventing payment.",0,0
MB WAY,Digital Banks and Finance Apps,1/17/2024,Resolved,1,Money was deducted but did not reach the intended recipient.,0,0
MB WAY,Digital Banks and Finance Apps,1/6/2024,Resolved,10,Problem with refund after returning a product purchased via MBWay.,0,0
MB WAY,Digital Banks and Finance Apps,1/5/2024,Resolved,2,Transfer was made but neither the product nor money has been returned.,0,0
MB WAY,Digital Banks and Finance Apps,1/2/2024,Resolved,10,"Account suspended since November, issue raised and resolved.",0,0
MB WAY,Digital Banks and Finance Apps,1/2/2024,Resolved,4,"Transferred €170 to a wrong number, issue was raised and reported.",0,0
MB WAY,Digital Banks and Finance Apps,1/2/2024,Resolved,10,"The phone number associated with the account was reverted to an old one, causing issues.",0,0
MB WAY,Digital Banks and Finance Apps,12/29/2023,Resolved,8,A transfer of 50€ made on 20 December 2023 was not received by the recipient despite showing as sent in the app.,0,0
MB WAY,Digital Banks and Finance Apps,12/28/2023,Resolved,7,A 90€ transfer from 21 December 2023 to a family member was not received.,0,0
MB WAY,Digital Banks and Finance Apps,12/27/2023,Resolved,1,"A transfer never reached the recipient, despite the funds being debited from the sender’s account.",0,0
MB WAY,Digital Banks and Finance Apps,12/25/2023,Resolved,8,"Unauthorized payment requests were received on 24-25 December 2023 for services, but not authorized.",0,0
MB WAY,Digital Banks and Finance Apps,12/22/2023,Resolved,1,"Fraud was reported, with the victim stating that they were scammed using MB WAY around 21:00.",0,0
MB WAY,Digital Banks and Finance Apps,12/21/2023,Resolved,1,"MBNET cards disappeared since August, and new ones created do not work.",0,0
MB WAY,Digital Banks and Finance Apps,12/13/2023,Resolved,10,"A refund was expected for a purchase made on Vinted using MBNET, but it had not been received after 5 days.",0,0
MB WAY,Digital Banks and Finance Apps,12/12/2023,Resolved,9,Several failed attempts to receive money were noted in the activity list.,0,0
MB WAY,Digital Banks and Finance Apps,12/12/2023,Resolved,10,A transfer of 38€ on 11 December 2023 was marked as received in the app but did not reach the recipient.,0,0
MB WAY,Digital Banks and Finance Apps,12/11/2023,Resolved,9,"A 102€ transfer made on 11 December 2023 was debited from the sender's account, but the recipient did not receive the funds.",0,0
MB WAY,Digital Banks and Finance Apps,12/11/2023,Resolved,1,The app had been malfunctioning for over two months and the user had not received any responses from customer support.,0,0
MB WAY,Digital Banks and Finance Apps,12/7/2023,Resolved,10,"Encountered issues using MB WAY for withdrawing money and NFC, with errors during the process.",1,Not Deceptive
MB WAY,Digital Banks and Finance Apps,12/6/2023,Resolved,4,"A transfer was sent to the correct phone number, but the recipient was someone else, requiring assistance.",0,0
MB WAY,Digital Banks and Finance Apps,12/3/2023,Resolved,10,Three payments of 20€ each were approved but then declined after being debited from the account.,0,0
MB WAY,Digital Banks and Finance Apps,12/1/2023,Resolved,10,A faulty MB WAY Pulse watch loop led to failure in processing payments after multiple attempts.,0,0
Media Markt,Technology & Home Appliances,11/26/2024,Resolved,1,Ordered a 100L water heater; received no delivery time information.,0,0
Media Markt,Technology & Home Appliances,10/29/2024,Unresolved,1,"Ordered online and intended to pick up at the store, but faced no updates or delivery confirmation.",0,0
Media Markt,Technology & Home Appliances,10/29/2024,Unresolved,1,"Order for a product could not be picked up, with no solution provided.",0,0
Media Markt,Technology & Home Appliances,10/19/2024,Unresolved,1,"Requested a refund after a mistaken delivery, but received no assistance.",0,0
Media Markt,Technology & Home Appliances,10/2/2024,Resolved,2,iPhone 16 Pro Max pre-order delayed with no expected delivery date or updates provided.,0,0
Media Markt,Technology & Home Appliances,9/18/2024,Unresolved,1,Electric scooter order cancelled due to payment issues; customer service provided no follow-up.,0,0
Media Markt,Technology & Home Appliances,9/18/2024,Resolved,5,Delivery delayed due to a transportation error; another delivery date was scheduled.,0,0
Media Markt,Technology & Home Appliances,9/14/2024,Resolved,3,Apple Watch SE order cancelled without explanation despite campaign discount.,0,0
Media Markt,Technology & Home Appliances,9/13/2024,Unresolved,4,Online phone purchase was confirmed but not delivered.,0,0
Media Markt,Technology & Home Appliances,9/12/2024,Resolved,5,"Order cancelled during the ""SEM IVA"" campaign, but no further assistance was provided.",0,0
Media Markt,Technology & Home Appliances,9/7/2024,Resolved,1,Washing machine not delivered; was informed on the scheduled delivery day that it would not be possible to deliver.,0,0
Media Markt,Technology & Home Appliances,9/4/2024,Unresolved,1,"Warranty issues with iPhone 13 Pro Max, as it was repeatedly repaired but not replaced.",0,0
Media Markt,Technology & Home Appliances,8/31/2024,Resolved,1,TV purchased from Media Markt had technical issues but nothing was done despite the warranty activation.,0,0
Media Markt,Technology & Home Appliances,8/20/2024,Unresolved,1,Order for Nokia 8210 delayed after the product was marked unavailable.,0,0
Media Markt,Technology & Home Appliances,8/10/2024,Unresolved,1,Had to call customer support multiple times regarding a faulty dishwasher; no resolution was offered despite promises.,0,0
Media Markt,Technology & Home Appliances,8/4/2024,Resolved,6,Customer complained about a refund issue after purchasing a smart TV online and picking it up in store.,0,0
Media Markt,Technology & Home Appliances,7/30/2024,Unresolved,1,"Customer experienced multiple repairs on an iPhone 13 Pro Max during the warranty period, and a replacement phone had the same problem.",0,0
Media Markt,Technology & Home Appliances,7/4/2024,Unresolved,1,"Customer complained about a refund issue and poor customer service after purchasing a fridge and air fryer, which were not delivered.",0,0
Media Markt,Technology & Home Appliances,7/3/2024,Unresolved,1,"Customer received a fridge but the air fryer was out of stock, with no further updates provided by the company.",0,0
Media Markt,Technology & Home Appliances,5/16/2024,Unresolved,3,Customer received a faulty sewing machine after purchase and could not get a satisfactory resolution.,0,0
Media Markt,Technology & Home Appliances,4/26/2024,Unresolved,1,"Customer received a washing machine that was faulty, tripping the circuit breaker, and received no resolution from the company.",0,0
Media Markt,Technology & Home Appliances,4/3/2024,Resolved,2,"Customer purchased a dishwasher in-store but found it damaged when picked up, and requested compensation for the damage.",0,0
Media Markt,Technology & Home Appliances,4/1/2024,Resolved,4,"Customer purchased a product online, but the order was delayed and the issue was resolved with customer support.",0,0
Media Markt,Technology & Home Appliances,3/28/2024,Unresolved,7,"Customer sent a laptop for repair under warranty, but it was returned with physical damage and no resolution was offered.",0,0
Media Markt,Technology & Home Appliances,3/18/2024,Resolved,8,"Customer reported issues with an appliance that was faulty upon arrival, but after complaints, the issue was resolved with a replacement.",0,0
Media Markt,Technology & Home Appliances,3/15/2024,Unresolved,1,Customer received a fridge with a dent in the door and felt the response from customer service was inadequate.,0,0
Media Markt,Technology & Home Appliances,2/28/2024,Resolved,1,"Customer had issues with a faulty vacuum cleaner that had been sent for repair multiple times, but the problem was not fixed.",0,0
Media Markt,Technology & Home Appliances,2/10/2024,Unresolved,1,"Customer received an empty box after making an online purchase, and the company did not resolve the issue in a timely manner.",0,0
Media Markt,Technology & Home Appliances,2/3/2024,Resolved,1,Customer experienced issues with no interest from the store in resolving an ongoing complaint about faulty equipment.,0,0
Media Markt,Technology & Home Appliances,1/20/2024,Resolved,1,Customer had issues with a washing machine that broke down and experienced delays in getting technical support from the company.,0,0
Media Markt,Technology & Home Appliances,12/27/2023,Resolved,2,Customer had problems with a fridge purchase and missed deliveries. The issue was resolved after several complaints.,0,0
Media Markt,Technology & Home Appliances,12/26/2023,Unresolved,1,"Customer requested a refund after buying a faulty portable cooking plate, but the issue was not resolved.",0,0
Media Markt,Technology & Home Appliances,12/18/2023,Unresolved,1,"Customer complained about misleading pricing for identical game sets in the store, which were offered at different prices.",1,Hidden costs
Media Markt,Technology & Home Appliances,12/12/2023,Unresolved,4,"Customer had difficulty getting in touch with customer service after purchasing a mobile phone online, and still awaited a response.",0,0
Media Markt,Technology & Home Appliances,12/12/2023,Resolved,1,"Customer complained about a TV that was not delivered as promised after purchasing online, and the issue was resolved.",0,0
Media Markt,Technology & Home Appliances,12/10/2023,Unresolved,7,"Customer purchased an aspirator which broke down within 15 days of use, but received no timely resolution from customer service.",0,0
Media Markt,Technology & Home Appliances,12/5/2023,Resolved,10,Purchased a defective Acer laptop; returned and received reimbursement within a reasonable time.,0,0
Media Markt,Technology & Home Appliances,11/22/2023,Resolved,7,Poor customer support after purchasing a PS5 controller with slow delivery.,0,0
Media Markt,Technology & Home Appliances,11/21/2023,Unresolved,9,Bought a washing machine; post-sales service was unsatisfactory when a malfunction occurred.,0,0
Media Markt,Technology & Home Appliances,11/21/2023,Unresolved,1,"Online purchase was unsatisfactory, leading to long-term dissatisfaction.",0,0
Media Markt,Technology & Home Appliances,11/16/2023,Unresolved,1,Complaint about poor warranty service for a malfunctioning washing machine.,0,0
Media Markt,Technology & Home Appliances,11/7/2023,Unresolved,1,Fraud involving warranty extensions sold by the store.,0,0
Media Markt,Technology & Home Appliances,11/7/2023,Unresolved,1,Left a malfunctioning Lenovo keyboard for repair but did not receive satisfactory service.,0,0
Media Markt,Technology & Home Appliances,11/4/2023,Resolved,2,Purchased a dryer online marked as available but was later informed it was out of stock.,0,0
Media Markt,Technology & Home Appliances,11/3/2023,Unresolved,3,Warranty for a defective Wacom tablet was not honored even after months of delay.,0,0
Media Markt,Technology & Home Appliances,11/1/2023,Unresolved,1,Poor post-sales service for a defective Braun shaver.,0,0
Media Markt,Technology & Home Appliances,10/31/2023,Unresolved,1,Delay in product delivery for an order meant to be picked up in-store.,0,0
Media Markt,Technology & Home Appliances,10/20/2023,Resolved,1,Purchased an overboard; questioned product quality as the box looked suspicious.,0,0
Media Markt,Technology & Home Appliances,10/14/2023,Unresolved,1,Breach of contract after purchasing expensive phones.,0,0
Media Markt,Technology & Home Appliances,10/6/2023,Unresolved,1,Product ordered online was not delivered.,0,0
Media Markt,Technology & Home Appliances,9/28/2023,Resolved,1,Sent headphones for repair under warranty; they were returned further damaged.,0,0
Media Markt,Technology & Home Appliances,9/27/2023,Unresolved,1,"Warranty service was refused, and the wrong replacement was proposed for a product defect.",1,Bait and switch
Media Markt,Technology & Home Appliances,9/26/2023,Unresolved,1,Television had defects; issue ignored despite complaint.,0,0
Media Markt,Technology & Home Appliances,9/15/2023,Resolved,4,Complaint about significant delivery delays for a paid order.,0,0
Media Markt,Technology & Home Appliances,9/14/2023,Unresolved,1,Complaint about a salesperson's misinformation regarding mobile phone insurance.,0,0
Media Markt,Technology & Home Appliances,9/12/2023,Unresolved,1,Complaint about a malfunctioning TV still under warranty.,0,0
Media Markt,Technology & Home Appliances,9/4/2023,Unresolved,7,Delays in receiving an online order with no updates provided.,0,0
Media Markt,Technology & Home Appliances,8/29/2023,Unresolved,1,Request for replacement of a defective product was ignored.,0,0
Media Markt,Technology & Home Appliances,7/29/2023,Unresolved,1,Warranty service for a glass-ceramic gas stove was not provided despite follow-ups.,0,0
Media Markt,Technology & Home Appliances,7/25/2023,Unresolved,1,Bought a You-Ride Amsterdam Ebike but faced an issue when using it on a trip.,0,0
Media Markt,Technology & Home Appliances,7/23/2023,Unresolved,1,Hinges of an ASUS notebook broke; repair cost was presented despite the product being under warranty.,0,0
Media Markt,Technology & Home Appliances,7/18/2023,Unresolved,1,PS5 disc reader defective after 4 days; the store refused to replace it.,0,0
Media Markt,Technology & Home Appliances,7/13/2023,Unresolved,1,"Ordered a TV online; promised delivery in 2–3 days, but it wasn’t delivered on time.",0,0
Media Markt,Technology & Home Appliances,7/9/2023,Unresolved,1,Observed selective price increases before VAT-free campaigns.,1,Hidden costs
Media Markt,Technology & Home Appliances,7/3/2023,Unresolved,1,Bought a defective vertical freezer; unsatisfied with the product and service at the Aveiro store.,0,0
Media Markt,Technology & Home Appliances,6/27/2023,Unresolved,2,Printer taken for repair multiple times; issue wasn’t resolved in earlier attempts.,0,0
Media Markt,Technology & Home Appliances,6/24/2023,Unresolved,3,Epson printer purchased in 2021; repeated failure of the digital scanning function despite repair attempts.,0,0
Media Markt,Technology & Home Appliances,6/7/2023,Resolved,1,Online order made on 30 May 2023 during VAT-free day; some products were not delivered on time.,0,0
Media Markt,Technology & Home Appliances,6/5/2023,Unresolved,3,Poor repair service with no clear scheduling for staff availability.,0,0
Media Markt,Technology & Home Appliances,5/30/2023,Unresolved,1,Purchased PS5 bundle in February; one controller was missing and still not provided.,0,0
Media Markt,Technology & Home Appliances,5/30/2023,Unresolved,1,Customer experienced confusion about VAT-free promotion pricing while trying to buy a TV.,1,Sneaking
Media Markt,Technology & Home Appliances,5/29/2023,Unresolved,7,TV purchased with a 5-year insurance suffered damage from an electric surge; claimed poor response from Media Markt.,0,0
Media Markt,Technology & Home Appliances,5/24/2023,Unresolved,1,Ordered a replacement part for a Braun mixer but encountered poor communication and response from the store.,0,0
Media Markt,Technology & Home Appliances,5/23/2023,Resolved,7,Ordered a Samsung Smart TV online; customer was notified of stock issues the next day.,0,0
Media Markt,Technology & Home Appliances,5/5/2023,Unresolved,1,Delivery date for an online order was not met; customer described the situation as chaotic.,0,0
Media Markt,Technology & Home Appliances,5/1/2023,Resolved,1,Bought a JBL Soundbar in Braga store; never received the promised invoice by email.,0,0
Media Markt,Technology & Home Appliances,4/18/2023,Unresolved,1,"Fridge broke down; customer faced delays in getting assistance, which caused difficulties for a family with three children.",0,0
Media Markt,Technology & Home Appliances,4/11/2023,Resolved,4,Printer purchased in February 2022 stopped printing colors; multiple store visits were required to address the issue.,0,0
Media Markt,Technology & Home Appliances,4/5/2023,Resolved,1,Purchased a water heater on a VAT-free day but never received the product; refund request was denied.,1,Bait and switch
Media Markt,Technology & Home Appliances,4/3/2023,Unresolved,1,"Fridge stopped working; complained about delays in activating the warranty, causing issues for his family with children.",0,0
Media Markt,Technology & Home Appliances,4/3/2023,Unresolved,1,"Screen protector applied to a Samsung phone damaged the display, which was working perfectly before.",0,0
Media Markt,Technology & Home Appliances,4/2/2023,Unresolved,1,Returned a product but hasn’t received a refund despite following all store procedures.,0,0
Media Markt,Technology & Home Appliances,3/29/2023,Unresolved,1,"Purchased a defective oven; the store instructed him to bring it back personally, which he found inconvenient.",0,0
Media Markt,Technology & Home Appliances,3/29/2023,Unresolved,1,"Ordered a fridge during a VAT-free campaign, but the product wasn’t delivered as expected.",1,Bait and switch
Media Markt,Technology & Home Appliances,3/24/2023,Unresolved,1,Samsung dishwasher purchased in 2021 developed rust issues in its tray.,0,0
Media Markt,Technology & Home Appliances,3/23/2023,Unresolved,1,Coffee machine sent for repair on 12 February but no resolution.,0,0
Media Markt,Technology & Home Appliances,3/20/2023,Resolved,5,AC installation service lacked proper certifications for fluorinated gas handling.,0,0
Media Markt,Technology & Home Appliances,3/20/2023,Unresolved,1,Complaint about poor service and non-responsive insurance suggestion.,0,0
Media Markt,Technology & Home Appliances,3/19/2023,Unresolved,1,Denied a product return for a Redmi Smart Band 2 that did not meet expectations.,1,Bait and switch
Media Markt,Technology & Home Appliances,3/17/2023,Resolved,1,Refund still not processed for an online purchase due to lack of stock.,0,0
Media Markt,Technology & Home Appliances,3/14/2023,Resolved,3,Received a damaged Junex stove upon delivery from Media Markt Matosinhos.,0,0
Media Markt,Technology & Home Appliances,3/9/2023,Unresolved,10,"Bought a new laptop, but it appeared to be refurbished.",0,0
Media Markt,Technology & Home Appliances,2/27/2023,Resolved,1,Issue with broken parts of a Delonghi heater purchased in Braga store.,0,0
Media Markt,Technology & Home Appliances,2/3/2023,Unresolved,1,E-bike with recurring issues sent for repair five times within three months.,0,0
Media Markt,Technology & Home Appliances,1/31/2023,Resolved,1,Order of PS5 bundle was incomplete upon delivery.,0,0
Media Markt,Technology & Home Appliances,1/25/2023,Unresolved,1,Technician provided poor assistance for a defective machine.,0,0
Media Markt,Technology & Home Appliances,1/13/2023,Unresolved,1,Post-sale support for a defective Jocel stove purchased in December 2022 was inadequate.,0,0
Media Markt,Technology & Home Appliances,1/10/2023,Resolved,2,Waiting for technical support for Panasonic TV; issue pending for eight days.,0,0
Media Markt,Technology & Home Appliances,1/9/2023,Resolved,2,Request for Panasonic TV repair pending for a week with no resolution.,0,0
Media Markt,Technology & Home Appliances,12/29/2022,Unresolved,1,Lenovo laptop USB-C port defective; unresolved repair.,0,0
Media Markt,Technology & Home Appliances,12/22/2022,Unresolved,7,"Delivery failed, and notification for rescheduling was delayed by five days.",0,0
Media Markt,Technology & Home Appliances,12/7/2022,Unresolved,8,JBL earphones bought in-store were priced higher than the same product on the website.,0,0
Media Markt,Technology & Home Appliances,12/3/2022,Resolved,5,"Payment made for a product, but the order was never delivered.",0,0
Media Markt,Technology & Home Appliances,11/27/2022,Resolved,3,"TV bought as new turned out to be missing parts, indicating it may have been used.",0,0
Media Markt,Technology & Home Appliances,11/26/2022,Resolved,2,"Purchase paid during a campaign was delayed, causing delivery issues.",0,0
Media Markt,Technology & Home Appliances,11/24/2022,Resolved,1,Defective oven purchased; unable to contact customer service for resolution.,0,0
Media Markt,Technology & Home Appliances,11/23/2022,Unresolved,1,Door frame damaged during delivery of a refrigerator.,0,0
Media Markt,Technology & Home Appliances,11/19/2022,Unresolved,1,"Defective oven was poorly serviced, and technical issues were not addressed properly.",0,0
Media Markt,Technology & Home Appliances,11/14/2022,Unresolved,1,Warranty repair was not processed for an item dropped off in-store.,0,0
FNAC,Technology & Home Appliances,12/4/2024,Resolved,4,Traded in an iPhone 13 Pro Max at FNAC; awaiting payment for the trade-in.,0,0
FNAC,Technology & Home Appliances,11/28/2024,Resolved,1,Sold equipment via FNAC's online platform but has not received payment despite multiple attempts to contact customer support.,0,0
FNAC,Technology & Home Appliances,11/7/2024,Resolved,2,Ordered a product from FNAC marketplace with a 3-week delivery time; delays occurred due to vendor issues.,0,0
FNAC,Technology & Home Appliances,10/25/2024,Resolved,7,Purchased a TV with price discrepancies; requested FNAC to match the advertised price.,1,Not Deceptive
FNAC,Technology & Home Appliances,10/25/2024,Resolved,1,Bought a defective product through FNAC Marketplace; faced difficulties with refund and lack of customer support from the vendor.,0,0
FNAC,Technology & Home Appliances,10/24/2024,Unresolved,1,Experienced issues with headphones purchased through FNAC Marketplace in 2020; encountered challenges with product delivery and support.,0,0
FNAC,Technology & Home Appliances,10/23/2024,Resolved,3,Ordered an activity workbook online; faced issues with delivery timing.,0,0
